54	https://www.linkedin.com/jobs/view/4393943325/	LinkedIn	Trading Technologies - Senior Software Engineer Java - Prague CZ
55	https://www.linkedin.com/jobs/view/4398011037/	LinkedIn	SMARTX NET APPS - Senior Java Developer Full Remote - Romania Remote
56	https://www.linkedin.com/jobs/view/4398471513/	LinkedIn	Persistent Systems - Java Software Engineer - Romania Remote
57	https://www.linkedin.com/jobs/view/4398493208/	LinkedIn	Aevi - Senior Java Developer - Prague CZ
58	https://www.linkedin.com/jobs/view/4400833154/	LinkedIn	Tenth Revolution Group - Mid/Senior/Principal Java Developers - Prague CZ
59	https://www.linkedin.com/jobs/view/4404575811/	LinkedIn	accesa.eu - Senior Java Software Engineer - Romania
60	https://www.linkedin.com/jobs/view/4391590660/	LinkedIn	IT Search - Senior Java Developers/Tech Lead - Dublin IE
61	https://www.linkedin.com/jobs/view/4393414339/	LinkedIn	IT Search - Senior Java Full Stack Developer (Contract) - Dublin IE
62	https://www.linkedin.com/jobs/view/4401438442/	LinkedIn	Brightwater Recruitment - Senior Java Software Engineer (12mo contract) - Dublin IE Hybrid
63	https://www.linkedin.com/jobs/view/4401769707/	LinkedIn	Lincoln Recruitment - Senior/Lead Java Engineer - Dublin IE
64	https://www.linkedin.com/jobs/view/4401931838/	LinkedIn	Glocomms - Senior Java Developer - Dublin IE
65	https://www.linkedin.com/jobs/view/4403358876/	LinkedIn	Davy - Senior Java Developer - Dublin IE
66	https://www.linkedin.com/jobs/view/4404249535/	LinkedIn	Archer Recruitment - Java Engineer – Trading Platform - Dublin IE
67	https://www.linkedin.com/jobs/view/4386761828/	LinkedIn	Innovecs - Technical Lead Software Engineer Java - EU
68	https://www.linkedin.com/jobs/view/4387084133/	LinkedIn	Zinkworks - Senior Software Engineer - Java/Spring/AWS - Athlone IE
69	https://www.linkedin.com/jobs/view/4387084791/	LinkedIn	Salmon Group - Java Developer (API) - EU
70	https://www.linkedin.com/jobs/view/4404069909/	LinkedIn	Deutsche Bank - Senior Java Software Engineer - Bucharest RO
71	https://www.linkedin.com/jobs/view/4387930884/	LinkedIn	Opus Recruitment - Tech Lead Java - Paris FR
72	https://www.linkedin.com/jobs/view/4388959216/	LinkedIn	WorkFlex - Engineering Team Lead (Angular & Java) - Amsterdam NL
73	https://www.linkedin.com/jobs/view/4389082260/	LinkedIn	Procesia - Arquitecto Java Senior - Madrid ES
74	https://www.linkedin.com/jobs/view/4389089612/	LinkedIn	Deutsche Bank - Lead Java/Kotlin Engineer - Berlin DE
75	https://www.linkedin.com/jobs/view/4390022924/	LinkedIn	Dynatrace - Senior Java Software Engineer - Graz AT
76	https://www.linkedin.com/jobs/view/4390438780/	LinkedIn	SCIAM - Lead Développeur Java Senior - Paris FR
77	https://www.linkedin.com/jobs/view/4392513093/	LinkedIn	EUROPEAN DYNAMICS - Java Application Architect - Brussels BE
78	https://www.linkedin.com/jobs/view/4394622268/	LinkedIn	Xcede - Senior Backend Developer Java/Kotlin - Frankfurt DE
79	https://www.linkedin.com/jobs/view/4394627458/	LinkedIn	Distillery - Senior Java Developer - EU
